"label","text"
"spam","DM: You are selected for $1000 instant loan. Reply OK now. Your reward is already reserved."
"ham","DM: The website update is ready. Feedback welcome when you get time. Reference #2794."
"ham","WhatsApp: I will be near lab 2. Lunch at 9 AM? I can book the table if that works."
"ham","Reference #4530. The website update is ready. Feedback welcome when you get time."
"ham","Telegram: Please confirm once done. Your package order is out for delivery. Track it in the official app."
"ham","DM: Lunch at 9 AM? I can book the table if that works. Thanks again."
"spam","shipment is pending. Pay Rs 19 redelivery fee at www.claim-reward.example Support ticket #6255 is open."
"spam","Telegram: Private photo found with your name. Open http://secure-login.example/verify to remove it. Support ticket #7815 is open."
"ham","I will be near reception. Cab is waiting near gate 3. Call me if you cannot find it."
"spam","DM: Only selected users can access this. Final notice: wallet access expires within 24 hours. Verify now at www.account-check.example"
"ham","WhatsApp: I transferred Rs 5000 for fees. Please check and confirm. Thanks again."
"spam","WhatsApp: Only selected users can access this. InstaHelp alert: unusual activity detected. confirm identity to secure your card."
"spam","DM: Facebook verification available today. Share login code to continue. Reply OK for details."
"spam","Alert: This link expires today. Private message found with your name. Open http://secure-login.example/verify to remove it."
"ham","Telegram: Your bank account statement is available in the official app. Shared in the official group."
"spam","DM: Do not ignore this message. BankSecure alert: unusual activity detected. update details to secure your cloud storage."
"spam","Reply OK for details. Final notice: card access expires today. Verify now at www.account-check.example"
"ham","WhatsApp: Can you review the report before tomorrow's call? I will be near room 101."
"spam","Notification: You are selected for $1000 instant loan. Reply OK now. Processing takes only 2 minutes."
"ham","WhatsApp: Call me after 6:30 PM. Thanks for sharing the presentation. I will read it tonight."
"spam","Notification: Your reward is already reserved. Your profile KYC is incomplete. Send OTP to avoid suspended."
"ham","Notification: Class notes for English are uploaded in the group folder. I will be near main office."
"spam","Telegram: shipment is pending. Pay Rs 19 redelivery fee at www.claim-reward.example Do not ignore this message."
"spam","Alert: Remote task: earn Rs 500 per day from home. Message WIN to start. Offer id SAVE50."
"spam","DM: InstaHelp reward unlocked. Claim free recharge using code SAVE50. Limited seats available."
"ham","Telegram: Customer, meeting moved to 6:30 PM. Please confirm when free. Reference #6413."
"ham","Update: Please bring tea on the way back. We can discuss this later."
"spam","Telegram: package is pending. Pay Rs 29 redelivery fee at http://tiny.example/pay Do not ignore this message."
"spam","Reply START for details. courier is pending. Pay a small redelivery fee at http://secure-login.example/verify"
"spam","Alert: Processing takes only 2 minutes. Final alert: card will be locked. claim now at http://bonus.example/start"
"ham","Telegram: We can discuss this later. Sam, meeting moved to 10:30 AM. Please confirm when free."
"spam","Subject: Congratulations Neha, you won bonus. click now before before midnight. Your reward is already reserved."
"spam","WhatsApp: Support ticket #2087 is open. Important: cloud storage will be blocked. verify immediately at http://tiny.example/pay"
"spam","DM: BankSecure reward unlocked. Claim free recharge using code VIP999. Limited seats available."
"spam","crypto bonus active for today. Deposit Rs 5000 and double returns. Reply YES for details."
"spam","Telegram: Private message found with your name. Open http://secure-login.example/verify to remove it. Reply YES for details."
"ham","DM: I will be near lab 2. The dashboard update is ready. Feedback welcome when you get time."
"spam","Notification: This link expires within 24 hours. Your profile KYC is incomplete. Send OTP to avoid suspended."
"spam","Reply YES for details. Warning: email account will be blocked. update details at http://secure-login.example/verify"
"ham","Call me after 3 PM. Your shipment order is out for delivery. Track it in the official app."
"spam","Notification: Final notice: wallet access expires today. Verify now at http://secure-login.example/verify Only selected users can access this."
"spam","WhatsApp: package is pending. Pay Rs 19 redelivery fee at http://secure-login.example/verify Only selected users can access this."
"ham","Telegram: Call me after 10:30 AM. Your shipment order is out for delivery. Track it in the official app."
"spam","WhatsApp: Private post found with your name. Open http://tiny.example/pay to remove it. Only selected users can access this."
"spam","Notification: Important: UPI account will be disabled. update details at www.account-check.example Support ticket #5877 is open."
"spam","Alert: shipment is pending. Pay $2 redelivery fee at www.claim-reward.example Do not ignore this message."
"spam","DM: Your reward is already reserved. Private photo found with your name. Open http://bonus.example/start to remove it."
"spam","Final alert: UPI account will be locked. confirm identity at www.claim-reward.example Do not ignore this message."
"ham","Notification: Reminder: support appointment is scheduled for 3 PM. Bring your ID if needed."
"spam","Telegram: This link expires today. parcel is pending. Pay Rs 19 redelivery fee at http://tiny.example/pay"
"ham","Notification: Your profile statement is available in the official app. No rush."
"spam","Notification: Processing takes only 2 minutes. Final alert: bank account will be closed. click now at http://bonus.example/start"
"spam","Notification: Your bank account KYC is incomplete. Send OTP to avoid blocked. Your reward is already reserved."
"ham","The assignment update is ready. Feedback welcome when you get time. We can discuss this later."
"spam","Subject: URGENT: profile will be suspended. confirm identity at http://tiny.example/pay This link expires now."
"spam","Final notice: profile access expires today. Verify now at http://tiny.example/pay No documents required."
"spam","WhatsApp: forex bonus active for now. Deposit $700 and double returns. Only selected users can access this."
"spam","Notification: Limited seats available. Congratulations Priya, you won cash prize. verify immediately before in 10 minutes."
"spam","DM: Congratulations Friend, you won iPhone. update details before today. Reply WIN for details."
"ham","Telegram: Reference #3346. I transferred Rs 2000 for rent. Please check and confirm."
"spam","Subject: QuickPay alert: unusual activity detected. click now to secure your cloud storage. Reply OK for details."
"spam","Alert: Offer id CLAIM88. You are selected for $5000 instant loan. Reply WIN now."
"spam","WhatsApp: Only selected users can access this. Congratulations Sam, you won cash prize. click now before now."
"spam","Notification: investment bonus active for before midnight. Deposit $700 and double returns. Only selected users can access this."
"ham","I transferred $700 for tickets. Please check and confirm. Thanks again."
"spam","Telegram: Processing takes only 2 minutes. Private post found with your name. Open www.account-check.example to remove it."
"spam","WhatsApp: Video liking job: earn Rs 500 per day from home. Message OK to start. Support ticket #3270 is open."
"spam","Important: cloud storage will be disabled. update details at www.account-check.example Offer id WIN24."
"spam","URGENT: email account will be locked. confirm identity at www.account-check.example Offer id CLAIM88."
